axis,drop_rate_ci,drop_rate_mean,drop_rate_sd,effect_drop,effect_p95,effect_throughput,effect_trips,files,p95_s_ci,p95_s_mean,p95_s_sd,point,repeats,stage,stuck_fraction_ci,stuck_fraction_mean,stuck_fraction_sd,success_ci,success_mean,success_sd,throughput_per_min_ci,throughput_per_min_mean,throughput_per_min_sd,trips_per_arm_hour_ci,trips_per_arm_hour_mean,trips_per_arm_hour_sd,value
depth_bias_m,[NaN;NaN],0.004035063087940216,nan,{"delta":-0.0002897134982049465;"rel":-0.06698924035361076;"mean_ref":0.004324776586145163;"mean":0.004035063087940216;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.019999980926513672;"rel":0.013698624544503914;"mean_ref":1.4599992036819458;"mean":1.4799991846084595;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.302734375;"rel":-0.005369825047635545;"mean_ref":56.376953125;"mean":56.07421875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.5859375;"rel":0.5;"mean_ref":1.171875;"mean":1.7578125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_bias_m__m0p03__r0.json"],[NaN;NaN],1.4799991846084595,nan,depth_bias_m__m0p03,1,s1,[NaN;NaN],0.007106119766831398,nan,[NaN;NaN],0.9987809062004089,nan,[NaN;NaN],56.07421875,nan,[NaN;NaN],1.7578125,nan,-0.03
depth_bias_m,[NaN;NaN],0.005020220298320055,nan,{"delta":0.0006954437121748924;"rel":0.16080454060975385;"mean_ref":0.004324776586145163;"mean":0.005020220298320055;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.059999942779541016;"rel":0.04109587363351174;"mean_ref":1.4599992036819458;"mean":1.5199991464614868;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.2831993103027344;"rel":-0.005023317057855534;"mean_ref":56.376953125;"mean":56.093753814697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.757812738418579;"rel":1.5000002034505209;"mean_ref":1.171875;"mean":2.929687738418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_bias_m__m0p01__r0.json"],[NaN;NaN],1.5199991464614868,nan,depth_bias_m__m0p01,1,s1,[NaN;NaN],0.008925781585276127,nan,[NaN;NaN],0.9991295337677002,nan,[NaN;NaN],56.093753814697266,nan,[NaN;NaN],2.929687738418579,nan,-0.01
depth_bias_m,[NaN;NaN],0.004687715321779251,nan,{"delta":0.0003629387356340885;"rel":0.08392080571209103;"mean_ref":0.004324776586145163;"mean":0.004687715321779251;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.039999961853027344;"rel":0.027397249089007827;"mean_ref":1.4599992036819458;"mean":1.4999991655349731;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.0390625;"rel":-0.0006928806513078123;"mean_ref":56.376953125;"mean":56.337890625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":1.171875;"mean":1.171875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_bias_m__0p01__r0.json"],[NaN;NaN],1.4999991655349731,nan,depth_bias_m__0p01,1,s1,[NaN;NaN],0.004365234635770321,nan,[NaN;NaN],0.9993066191673279,nan,[NaN;NaN],56.337890625,nan,[NaN;NaN],1.171875,nan,0.01
depth_bias_m,[NaN;NaN],0.004663283471018076,nan,{"delta":0.00033850688487291336;"rel":0.07827153105604408;"mean_ref":0.004324776586145163;"mean":0.004663283471018076;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.019999980926513672;"rel":-0.013698624544503914;"mean_ref":1.4599992036819458;"mean":1.4399992227554321;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.3906288146972656;"rel":0.006928874177204227;"mean_ref":56.376953125;"mean":56.767581939697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.757812738418579;"rel":1.5000002034505209;"mean_ref":1.171875;"mean":2.929687738418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_bias_m__0p03__r0.json"],[NaN;NaN],1.4399992227554321,nan,depth_bias_m__0p03,1,s1,[NaN;NaN],0.0026920572854578495,nan,[NaN;NaN],0.9991398453712463,nan,[NaN;NaN],56.767581939697266,nan,[NaN;NaN],2.929687738418579,nan,0.03
depth_dropout,[NaN;NaN],0.004352709744125605,nan,{"delta":2.7933157980442047e-05;"rel":0.006458867278815882;"mean_ref":0.004324776586145163;"mean":0.004352709744125605;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.059999942779541016;"rel":0.04109587363351174;"mean_ref":1.4599992036819458;"mean":1.5199991464614868;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-1.1621055603027344;"rel":-0.02061313171228131;"mean_ref":56.376953125;"mean":55.214847564697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":4.1015625;"rel":3.5;"mean_ref":1.171875;"mean":5.2734375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_dropout__0p06__r0.json"],[NaN;NaN],1.5199991464614868,nan,depth_dropout__0p06,1,s1,[NaN;NaN],0.007991536520421505,nan,[NaN;NaN],0.998938798904419,nan,[NaN;NaN],55.214847564697266,nan,[NaN;NaN],5.2734375,nan,0.06
depth_dropout,[NaN;NaN],0.004676870536059141,nan,{"delta":0.0003520939499139786;"rel":0.0814132112724494;"mean_ref":0.004324776586145163;"mean":0.004676870536059141;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.09899401664733887;"rel":0.06780415797329727;"mean_ref":1.4599992036819458;"mean":1.5589932203292847;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-1.669921875;"rel":-0.02962064784340897;"mean_ref":56.376953125;"mean":54.70703125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.929687976837158;"rel":2.5000004069010417;"mean_ref":1.171875;"mean":4.101562976837158;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_dropout__0p12__r0.json"],[NaN;NaN],1.5589932203292847,nan,depth_dropout__0p12,1,s1,[NaN;NaN],0.0042220051400363445,nan,[NaN;NaN],0.998928964138031,nan,[NaN;NaN],54.70703125,nan,[NaN;NaN],4.101562976837158,nan,0.12
depth_dropout,[NaN;NaN],0.005608028266578913,nan,{"delta":0.0012832516804337502;"rel":0.29672091838102577;"mean_ref":0.004324776586145163;"mean":0.005608028266578913;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.19999980926513672;"rel":0.13698624544503915;"mean_ref":1.4599992036819458;"mean":1.6599990129470825;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-4.208980560302734;"rel":-0.07465782251429066;"mean_ref":56.376953125;"mean":52.167972564697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":6.445312976837158;"rel":5.500000406901042;"mean_ref":1.171875;"mean":7.617187976837158;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_dropout__0p2__r0.json"],[NaN;NaN],1.6599990129470825,nan,depth_dropout__0p2,1,s1,[NaN;NaN],0.003896484151482582,nan,[NaN;NaN],0.9983152151107788,nan,[NaN;NaN],52.167972564697266,nan,[NaN;NaN],7.617187976837158,nan,0.2
depth_dropout_blob,[NaN;NaN],0.006222599186003208,nan,{"delta":0.0018978225998580456;"rel":0.43882558140411293;"mean_ref":0.004324776586145163;"mean":0.006222599186003208;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.11700189113616943;"rel":0.08013832530942788;"mean_ref":1.4599992036819458;"mean":1.5770010948181152;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-2.0410118103027344;"rel":-0.03620294636670709;"mean_ref":56.376953125;"mean":54.335941314697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.171875;"rel":1.0;"mean_ref":1.171875;"mean":2.34375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_dropout_blob__0p05__r0.json"],[NaN;NaN],1.5770010948181152,nan,depth_dropout_blob__0p05,1,s1,[NaN;NaN],0.01158854179084301,nan,[NaN;NaN],0.9967666864395142,nan,[NaN;NaN],54.335941314697266,nan,[NaN;NaN],2.34375,nan,0.05
depth_dropout_blob,[NaN;NaN],0.008449883200228214,nan,{"delta":0.004125106614083052;"rel":0.9538311475552812;"mean_ref":0.004324776586145163;"mean":0.008449883200228214;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.31999969482421875;"rel":0.21917799271206262;"mean_ref":1.4599992036819458;"mean":1.7799988985061646;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-4.84375;"rel":-0.08591720076216872;"mean_ref":56.376953125;"mean":51.533203125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.757812738418579;"rel":1.5000002034505209;"mean_ref":1.171875;"mean":2.929687738418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_dropout_blob__0p1__r0.json"],[NaN;NaN],1.7799988985061646,nan,depth_dropout_blob__0p1,1,s1,[NaN;NaN],0.013808593153953552,nan,[NaN;NaN],0.9967796802520752,nan,[NaN;NaN],51.533203125,nan,[NaN;NaN],2.929687738418579,nan,0.1
depth_dropout_blob,[NaN;NaN],0.020731041207909584,nan,{"delta":0.01640626462176442;"rel":3.7935519430815146;"mean_ref":0.004324776586145163;"mean":0.020731041207909584;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.7399994134902954;"rel":0.5068491897968876;"mean_ref":1.4599992036819458;"mean":2.199998617172241;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-17.138671875;"rel":-0.3040013857613026;"mean_ref":56.376953125;"mean":39.23828125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.34375;"rel":2.0;"mean_ref":1.171875;"mean":3.515625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_dropout_blob__0p2__r0.json"],[NaN;NaN],2.199998617172241,nan,depth_dropout_blob__0p2,1,s1,[NaN;NaN],0.09720052778720856,nan,[NaN;NaN],0.984355628490448,nan,[NaN;NaN],39.23828125,nan,[NaN;NaN],3.515625,nan,0.2
depth_scale,[NaN;NaN],0.004298391751945019,nan,{"delta":-2.6384834200143814e-05;"rel":-0.006100854847547539;"mean_ref":0.004324776586145163;"mean":0.004298391751945019;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.019999980926513672;"rel":-0.013698624544503914;"mean_ref":1.4599992036819458;"mean":1.4399992227554321;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.5468711853027344;"rel":-0.009700261454183267;"mean_ref":56.376953125;"mean":55.830081939697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.5859375;"rel":0.5;"mean_ref":1.171875;"mean":1.7578125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_scale__0p93__r0.json"],[NaN;NaN],1.4399992227554321,nan,depth_scale__0p93,1,s1,[NaN;NaN],0.00851237028837204,nan,[NaN;NaN],0.9989506602287292,nan,[NaN;NaN],55.830081939697266,nan,[NaN;NaN],1.7578125,nan,0.93
depth_scale,[NaN;NaN],0.006243929732590914,nan,{"delta":0.0019191531464457512;"rel":0.44375775446850657;"mean_ref":0.004324776586145163;"mean":0.006243929732590914;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":1.4599992036819458;"mean":1.4599992036819458;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.52734375;"rel":-0.009353888792655465;"mean_ref":56.376953125;"mean":55.849609375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.757812738418579;"rel":1.5000002034505209;"mean_ref":1.171875;"mean":2.929687738418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_scale__0p97__r0.json"],[NaN;NaN],1.4599992036819458,nan,depth_scale__0p97,1,s1,[NaN;NaN],0.009433593600988388,nan,[NaN;NaN],0.9982514381408691,nan,[NaN;NaN],55.849609375,nan,[NaN;NaN],2.929687738418579,nan,0.97
depth_scale,[NaN;NaN],0.006260434165596962,nan,{"delta":0.0019356575794517994;"rel":0.44757400547645965;"mean_ref":0.004324776586145163;"mean":0.006260434165596962;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.059999942779541016;"rel":0.04109587363351174;"mean_ref":1.4599992036819458;"mean":1.5199991464614868;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.4003868103027344;"rel":-0.007101959011778971;"mean_ref":56.376953125;"mean":55.976566314697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.34375;"rel":2.0;"mean_ref":1.171875;"mean":3.515625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_scale__1p03__r0.json"],[NaN;NaN],1.5199991464614868,nan,depth_scale__1p03,1,s1,[NaN;NaN],0.005598958116024733,nan,[NaN;NaN],0.9984301328659058,nan,[NaN;NaN],55.976566314697266,nan,[NaN;NaN],3.515625,nan,1.03
depth_scale,[NaN;NaN],0.00683117238804698,nan,{"delta":0.0025063958019018173;"rel":0.5795434173250237;"mean_ref":0.004324776586145163;"mean":0.00683117238804698;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.11999988555908203;"rel":0.08219174726702348;"mean_ref":1.4599992036819458;"mean":1.5799990892410278;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-1.4843711853027344;"rel":-0.02632939708557076;"mean_ref":56.376953125;"mean":54.892581939697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.757812738418579;"rel":1.5000002034505209;"mean_ref":1.171875;"mean":2.929687738418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["depth_scale__1p07__r0.json"],[NaN;NaN],1.5799990892410278,nan,depth_scale__1p07,1,s1,[NaN;NaN],0.01232096366584301,nan,[NaN;NaN],0.9980430603027344,nan,[NaN;NaN],54.892581939697266,nan,[NaN;NaN],2.929687738418579,nan,1.07
gripper_latency_steps,[NaN;NaN],0.0036921328864991665,nan,{"delta":-0.0006326436996459961;"rel":-0.14628355639750987;"mean_ref":0.004324776586145163;"mean":0.0036921328864991665;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.02700197696685791;"rel":0.01849451485916027;"mean_ref":1.4599992036819458;"mean":1.4870011806488037;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-1.943359375;"rel":-0.03447081240256366;"mean_ref":56.376953125;"mean":54.43359375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.171875;"rel":1.0;"mean_ref":1.171875;"mean":2.34375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["gripper_latency_steps__1__r0.json"],[NaN;NaN],1.4870011806488037,nan,gripper_latency_steps__1,1,s1,[NaN;NaN],0.00681315129622817,nan,[NaN;NaN],0.9991029500961304,nan,[NaN;NaN],54.43359375,nan,[NaN;NaN],2.34375,nan,1.0
gripper_latency_steps,[NaN;NaN],0.006600153632462025,nan,{"delta":0.002275377046316862;"rel":0.5261259167944654;"mean_ref":0.004324776586145163;"mean":0.006600153632462025;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.2199997901916504;"rel":0.15068486998954306;"mean_ref":1.4599992036819458;"mean":1.6799989938735962;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-7.392578125;"rel":-0.13112766326000347;"mean_ref":56.376953125;"mean":48.984375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":3.515625;"rel":3.0;"mean_ref":1.171875;"mean":4.6875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["gripper_latency_steps__2__r0.json"],[NaN;NaN],1.6799989938735962,nan,gripper_latency_steps__2,1,s1,[NaN;NaN],0.029430337250232697,nan,[NaN;NaN],0.9970101714134216,nan,[NaN;NaN],48.984375,nan,[NaN;NaN],4.6875,nan,2.0
gripper_latency_steps,[NaN;NaN],0.019558586180210114,nan,{"delta":0.015233809594064951;"rel":3.5224500712633167;"mean_ref":0.004324776586145163;"mean":0.019558586180210114;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.0399991273880005;"rel":0.7123285579644464;"mean_ref":1.4599992036819458;"mean":2.4999983310699463;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-19.208980560302734;"rel":-0.34072399261649056;"mean_ref":56.376953125;"mean":37.167972564697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":17.578125;"rel":15.0;"mean_ref":1.171875;"mean":18.75;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["gripper_latency_steps__4__r0.json"],[NaN;NaN],2.4999983310699463,nan,gripper_latency_steps__4,1,s1,[NaN;NaN],0.07672200351953506,nan,[NaN;NaN],0.9866001009941101,nan,[NaN;NaN],37.167972564697266,nan,[NaN;NaN],18.75,nan,4.0
gripper_rate_scale,[NaN;NaN],0.019801979884505272,nan,{"delta":0.01547720329836011;"rel":3.5787289794212302;"mean_ref":0.004324776586145163;"mean":0.019801979884505272;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":3.9599965810775757;"rel":2.7123279047625037;"mean_ref":1.4599992036819458;"mean":5.4199957847595215;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-37.70507621765137;"rel":-0.6688030148428027;"mean_ref":56.376953125;"mean":18.671876907348633;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":4.687500476837158;"rel":4.000000406901042;"mean_ref":1.171875;"mean":5.859375476837158;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["gripper_rate_scale__0p35__r0.json"],[NaN;NaN],5.4199957847595215,nan,gripper_rate_scale__0p35,1,s1,[NaN;NaN],0.24534505605697632,nan,[NaN;NaN],0.8986104130744934,nan,[NaN;NaN],18.671876907348633,nan,[NaN;NaN],5.859375476837158,nan,0.35
gripper_rate_scale,[NaN;NaN],0.013178599067032337,nan,{"delta":0.008853822480887175;"rel":2.047232337793181;"mean_ref":0.004324776586145163;"mean":0.013178599067032337;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.5999985933303833;"rel":1.095890045210556;"mean_ref":1.4599992036819458;"mean":3.059997797012329;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-25.0;"rel":-0.44344361683699984;"mean_ref":56.376953125;"mean":31.376953125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":4.1015625;"rel":3.5;"mean_ref":1.171875;"mean":5.2734375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["gripper_rate_scale__0p5__r0.json"],[NaN;NaN],3.059997797012329,nan,gripper_rate_scale__0p5,1,s1,[NaN;NaN],0.08182942867279053,nan,[NaN;NaN],0.9736352562904358,nan,[NaN;NaN],31.376953125,nan,[NaN;NaN],5.2734375,nan,0.5
